,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.5,0.5,0.41,0.38,0.43,0.42,0.41,0.32,0.44,0.4,0.49,0.44,0.43,0.29,0.43,0.38,0.53,0.41,0.43,0.37
doomlegacy.csv,0.39,0.88,0.43,0.56,0.45,0.41,0.38,0.93,0.73,0.4,0.5,0.45,0.46,0.36,0.47,0.34,0.61,0.41,0.54,0.45
elmo.csv,0.65,0.52,0.95,0.87,0.85,0.95,0.99,0.94,0.93,0.8,0.95,0.93,0.93,0.77,0.65,0.58,0.91,0.71,0.89,0.78
enzo.csv,0.36,0.46,0.41,0.36,0.4,0.44,0.35,0.32,0.39,0.39,0.4,0.46,0.38,0.29,0.35,0.36,0.48,0.48,0.4,0.38
gpac.csv,0.88,0.54,0.44,0.41,0.94,0.49,0.35,0.51,0.44,0.38,0.47,0.44,0.58,0.33,0.83,0.77,0.53,0.43,0.69,0.45
img-browse-sort.csv,0.46,0.52,0.63,0.42,0.64,0.53,0.46,0.4,0.52,0.4,0.5,0.49,0.48,0.59,0.94,0.87,0.54,0.64,0.56,0.49
ktc.csv,0.39,0.39,0.45,0.69,0.57,0.59,0.48,0.46,0.43,0.47,0.89,0.41,0.4,0.32,0.51,0.49,0.41,0.59,0.55,0.58
neoengine.csv,0.67,0.49,0.47,0.54,0.75,0.53,0.43,0.33,0.35,0.48,0.93,0.46,0.4,0.43,0.54,0.42,0.51,0.53,0.6,0.38
nicepress.csv,0.42,0.51,0.44,0.53,0.42,0.58,0.38,0.31,0.44,0.52,0.45,0.46,0.44,0.38,0.35,0.74,0.49,0.44,0.41,0.45
open-ms.csv,0.36,0.53,0.39,0.9,0.51,0.68,0.47,0.93,0.85,0.67,0.74,0.5,0.48,0.27,0.53,0.3,0.59,0.5,0.48,0.44
pcsx2.csv,0.44,0.5,0.83,0.4,0.81,0.53,0.52,0.51,0.49,0.47,0.96,0.65,0.47,0.43,0.4,0.88,0.53,0.83,0.44,0.48
pi-qmc.csv,0.69,0.5,0.41,0.4,0.65,0.45,0.48,0.3,0.42,0.41,0.58,0.42,0.37,0.3,0.42,0.33,0.54,0.54,0.48,0.4
rosegarden.csv,0.38,0.39,0.44,0.6,0.5,0.51,0.4,0.37,0.4,0.75,0.65,0.46,0.41,0.34,0.35,0.32,0.44,0.49,0.41,0.44
salasaga.csv,0.52,0.5,0.4,0.52,0.51,0.47,0.41,0.32,0.42,0.38,0.49,0.48,0.39,0.37,0.8,0.57,0.41,0.64,0.46,0.39
sigil.csv,0.4,0.43,0.5,0.5,0.47,0.47,0.44,0.62,0.78,0.39,0.48,0.45,0.5,0.45,0.47,0.49,0.68,0.64,0.55,0.43
skia.csv,0.48,0.43,0.64,0.82,0.73,0.54,0.55,0.5,0.41,0.75,0.54,0.71,0.42,0.37,0.55,0.41,0.42,0.62,0.44,0.5
smarttag.csv,0.38,0.7,0.7,0.58,0.46,0.48,0.56,0.54,0.0,0.52,0.47,0.45,0.48,0.82,0.43,0.36,0.0,0.73,0.45,0.5
sylpheed-claws.csv,0.36,0.5,0.42,0.35,0.4,0.42,0.35,0.39,0.45,0.39,0.44,0.44,0.43,0.3,0.43,0.36,0.53,0.42,0.39,0.37
xemeiah.csv,0.42,0.64,0.42,0.55,0.53,0.47,0.35,0.32,0.4,0.37,0.52,0.46,0.41,0.31,0.47,0.49,0.4,0.45,0.47,0.4
zscreen.csv,0.43,0.62,0.49,0.49,0.52,0.49,0.42,0.73,0.82,0.42,0.48,0.49,0.5,0.33,0.43,0.48,0.55,0.7,0.49,0.41
