,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.57,1.0,0.85,0.87,0.82,1.0,0.73,0.98,1.0,0.93,0.94,0.96,1.0,1.0,0.99,0.78,1.0,1.0,0.84,0.96
doomlegacy.csv,0.81,0.2,0.94,0.48,0.73,0.83,0.94,0.16,0.29,0.93,0.73,1.0,0.49,0.77,0.45,0.78,0.36,1.0,0.58,0.74
elmo.csv,0.36,0.6,0.11,0.17,0.2,0.14,0.15,0.14,0.23,0.14,0.04,0.15,0.2,0.15,0.36,0.4,0.11,0.36,0.29,0.35
enzo.csv,0.96,0.8,0.89,0.89,0.87,0.69,0.9,0.8,0.81,0.93,0.81,0.81,0.78,1.0,0.88,0.9,0.82,0.77,0.83,0.96
gpac.csv,0.03,1.0,0.96,0.91,0.29,0.86,0.98,0.66,0.99,1.0,0.96,1.0,0.67,0.85,0.05,0.35,0.96,1.0,0.39,0.83
img-browse-sort.csv,0.76,1.0,0.6,0.76,0.64,0.75,0.52,0.8,0.81,0.71,0.76,0.94,0.78,0.69,0.16,0.22,0.89,0.45,0.62,0.7
ktc.csv,0.82,0.4,0.63,0.24,0.51,0.36,0.5,0.5,0.45,0.43,0.19,0.58,0.51,0.92,0.36,0.45,0.54,0.55,0.52,0.35
neoengine.csv,0.39,1.0,0.63,0.46,0.34,0.64,0.68,1.0,0.8,0.64,0.13,0.62,0.9,0.85,0.35,0.56,1.0,0.77,0.57,0.61
nicepress.csv,0.7,1.0,0.97,0.48,0.83,0.69,0.8,0.91,0.99,0.64,0.6,0.9,0.79,0.92,0.75,0.26,0.89,0.86,0.89,0.57
open-ms.csv,0.76,0.2,0.64,0.17,0.58,0.31,0.46,0.12,0.18,0.07,0.22,0.52,0.35,0.92,0.3,0.78,0.39,0.77,0.56,0.52
pcsx2.csv,0.76,1.0,0.37,0.91,0.42,0.58,0.57,0.61,0.61,0.43,0.16,0.54,0.78,0.77,0.93,0.22,1.0,0.27,0.87,0.52
pi-qmc.csv,0.33,1.0,0.77,0.7,0.41,0.56,0.49,0.93,0.9,0.43,0.31,0.5,0.79,0.92,0.66,0.64,0.46,0.86,0.51,0.74
rosegarden.csv,0.85,0.8,0.99,0.37,0.69,0.53,0.64,0.64,0.49,0.36,0.39,0.85,0.67,0.92,0.75,0.84,0.93,0.82,0.92,0.7
salasaga.csv,0.5,0.2,0.57,0.39,0.62,0.81,0.69,0.86,0.96,0.93,0.88,0.44,0.76,0.62,0.31,0.36,0.75,0.41,0.52,0.87
sigil.csv,0.86,0.4,0.57,0.63,0.74,0.69,0.64,0.48,0.27,1.0,0.79,0.87,0.55,0.77,0.5,0.52,0.32,0.41,0.62,0.65
skia.csv,0.54,0.8,0.29,0.17,0.36,0.36,0.43,0.36,0.49,0.0,0.42,0.21,0.42,0.77,0.3,0.42,0.68,0.45,0.58,0.61
smarttag.csv,0.94,0.2,0.34,0.54,0.74,0.67,0.51,0.46,0.0,0.64,0.85,0.52,0.41,0.38,0.98,0.89,0.0,0.41,0.7,0.61
sylpheed-claws.csv,0.97,1.0,0.94,0.91,0.93,1.0,0.91,0.62,0.69,0.93,1.0,1.0,1.0,0.92,1.0,0.98,1.0,0.95,1.0,0.96
xemeiah.csv,0.64,0.2,0.95,0.39,0.65,0.89,0.95,0.79,0.88,0.86,0.81,0.71,0.7,0.92,0.56,0.4,0.86,0.73,0.6,0.74
zscreen.csv,0.82,0.2,0.9,0.72,0.78,0.86,0.84,0.41,0.37,0.86,0.88,0.88,0.73,0.85,0.99,0.6,0.93,0.36,0.71,0.74
