,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.52,0.29,0.55,0.57,0.54,0.46,0.96,0.65,0.58,0.41,0.42,0.44
gamestone.csv,0.15,1.0,0.19,0.07,0.25,0.05,0.13,0.37,0.06,0.15,0.18,0.18
gbif-providertoolkit.csv,0.23,0.0,0.25,0.12,0.88,0.26,0.16,0.49,0.55,0.11,0.35,0.1
heekscad.csv,1.0,0.63,0.63,0.65,0.58,0.39,0.44,0.56,0.56,0.54,0.41,0.68
igarden.csv,0.67,0.62,0.54,1.0,0.57,0.57,0.49,0.4,0.4,0.34,0.37,0.58
levent.csv,0.51,0.43,0.55,0.46,0.53,0.98,0.64,0.36,0.44,0.27,0.27,0.42
lportal.csv,0.14,0.6,0.45,0.29,0.09,0.37,0.45,0.46,0.91,0.47,0.41,0.3
openmsx.csv,0.6,0.4,0.48,0.62,0.5,0.56,0.43,0.43,0.51,0.93,0.53,0.38
owlapi.csv,0.11,0.0,0.09,0.04,0.17,0.02,0.04,0.93,0.16,0.02,0.18,0.05
pnotepad.csv,0.56,0.63,0.38,0.0,0.57,0.62,0.6,0.52,0.59,0.47,0.5,0.98
quark.csv,0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.04,0.0,1.0,0.0
xcsoar.csv,0.71,0.52,0.96,0.49,0.66,0.43,0.58,0.71,0.7,0.49,0.41,0.49
