,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.59,0.54,0.61,0.56,0.66,0.03,0.13,0.65,0.51,0.46
fritzing.csv,0.73,0.59,0.73,0.62,0.85,0.03,0.17,0.33,0.59,0.53
jlinalg.csv,0.86,0.4,0.56,0.53,0.66,0.02,0.18,0.5,0.62,0.62
knowledge.csv,0.86,0.58,0.65,0.56,0.92,0.02,0.2,0.41,0.59,0.66
massiv.csv,0.25,0.42,0.46,0.0,0.0,0.35,0.0,0.57,0.0,0.0
multitude.csv,0.77,0.54,0.68,0.56,0.87,0.02,0.24,0.55,0.57,0.7
playerstage.csv,0.59,0.54,0.73,0.7,0.87,0.02,0.14,0.49,0.48,0.51
quarkplusplus.csv,0.88,0.51,0.59,0.54,0.78,0.03,0.12,0.47,0.6,0.47
rtrt-on-gpu.csv,0.31,0.35,0.21,0.31,0.38,0.0,0.67,0.0,0.14,0.41
superwaba.csv,0.46,0.67,0.61,0.49,0.73,0.02,0.27,0.55,0.42,0.54
