,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.74,0.64,0.45,0.56,0.41,0.74,0.8,0.46,0.42,0.58
fritzing.csv,0.47,0.49,0.46,0.53,0.38,0.46,0.5,0.9,0.47,0.59
jlinalg.csv,0.44,0.73,0.5,0.43,0.56,0.51,0.43,0.46,0.61,0.52
knowledge.csv,0.44,0.39,0.45,0.38,0.42,0.5,0.8,0.46,0.48,0.45
massiv.csv,0.86,0.95,0.62,0.0,0.0,0.95,0.0,0.59,0.0,0.0
multitude.csv,0.5,0.6,0.43,0.36,0.38,0.41,0.41,0.37,0.47,0.45
playerstage.csv,0.54,0.46,0.44,0.49,0.39,0.6,0.75,0.64,0.5,0.59
quarkplusplus.csv,0.52,0.59,0.47,0.46,0.45,0.95,0.83,0.42,0.54,0.63
rtrt-on-gpu.csv,0.89,0.5,0.98,0.57,0.94,0.64,0.86,0.8,0.94,0.73
superwaba.csv,0.42,0.45,0.43,0.61,0.32,0.4,0.44,0.34,0.43,0.5
