,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.5,0.52,0.74,0.47,0.5,0.5,0.1,0.75,0.46,0.34
fritzing.csv,0.66,0.74,0.78,0.62,0.76,0.75,0.1,0.25,0.67,0.43
jlinalg.csv,0.8,0.44,0.76,0.72,0.5,1.0,0.5,0.9,0.71,0.75
knowledge.csv,0.78,0.88,0.76,0.84,0.85,0.75,0.2,0.6,0.62,0.8
massiv.csv,0.14,0.3,0.36,0.0,0.0,1.0,0.0,0.6,0.0,0.0
multitude.csv,0.8,0.5,0.85,0.79,0.81,1.0,0.5,0.95,0.71,0.68
playerstage.csv,0.44,0.82,0.89,0.74,0.79,0.5,0.1,0.55,0.46,0.43
quarkplusplus.csv,1.0,0.74,0.71,0.66,0.65,0.5,0.1,0.85,0.62,0.38
rtrt-on-gpu.csv,0.18,0.54,0.17,0.36,0.24,0.0,0.8,0.0,0.12,0.37
superwaba.csv,0.32,0.68,0.6,0.4,0.58,0.75,0.5,1.0,0.33,0.45
