,recall,precision,pf,pci_20,ifa,wins
amateur-scrolls.csv,0.5,0.58,0.21500000000000002,0.5700000000000001,1.0,9
fritzing.csv,0.665,0.575,0.29500000000000004,0.48,1.0,8
jlinalg.csv,0.735,0.435,0.675,0.505,1.0,2
knowledge.csv,0.77,0.5,0.56,0.45,1.5,4
massiv.csv,0.07,0.105,0.0,0.295,30.5,0
multitude.csv,0.795,0.515,0.605,0.42,1.5,3
playerstage.csv,0.525,0.56,0.31,0.52,1.5,6
quarkplusplus.csv,0.655,0.475,0.44500000000000006,0.53,1.0,5
rtrt-on-gpu.csv,0.21,0.28,0.46,0.8300000000000001,3.0,1
superwaba.csv,0.54,0.63,0.215,0.43,0.5,7
