,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.4,0.5,0.58,0.67,0.93,0.52,0.38,0.48,0.43,0.72,0.39,0.47,0.43
flylinkdc.csv,0.57,0.56,0.54,0.44,0.53,0.4,0.33,0.58,0.42,0.55,0.6,0.48,0.5
fw4spl.csv,0.51,0.68,0.63,0.51,0.63,0.71,0.5,0.41,0.61,0.54,0.95,0.45,0.39
grisbi.csv,0.4,0.53,0.53,0.38,0.4,0.36,0.31,0.36,0.37,0.49,0.42,0.44,0.36
mesa3d.csv,0.74,0.7,0.51,0.54,0.42,0.36,0.51,0.34,0.47,0.51,0.44,0.47,0.46
nuttx.csv,0.56,0.73,0.81,0.86,0.59,0.38,0.92,0.36,0.49,0.64,0.58,0.88,0.49
panda3d.csv,0.94,0.67,0.47,0.47,0.8,0.5,0.4,0.44,0.44,0.58,0.5,0.5,0.58
proftp.csv,0.9,0.96,0.79,0.82,0.86,0.36,0.65,0.0,0.9,0.61,0.8,0.97,0.67
qmmp.csv,0.45,0.77,0.41,0.55,0.41,0.43,0.35,0.38,0.38,0.71,0.56,0.52,0.58
skia.csv,0.44,0.56,0.46,0.32,0.49,0.33,0.33,0.0,0.4,0.38,0.46,0.46,0.43
tart.csv,0.45,0.84,0.66,0.39,0.45,0.39,0.33,0.38,0.64,0.58,0.42,0.97,0.44
tcvp.csv,0.9,0.0,0.5,0.0,0.97,0.0,0.0,0.65,0.93,0.8,0.0,0.75,0.92
utgb.csv,0.68,0.62,0.97,0.57,0.45,0.57,0.6,0.37,0.6,0.77,0.88,0.75,0.57
