,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.28,0.31,1.0,0.0,0.56,0.38,0.2,0.25,0.2,0.5,0.11,0.04,0.19,0.5,0.21,0.04,0.74,0.4,0.37,0.62
baadengine.csv,0.93,0.05,0.95,0.02,0.73,0.13,0.31,0.28,0.18,0.57,0.14,0.04,0.21,0.58,0.28,0.12,0.83,0.44,0.39,0.89
bibedt.csv,0.93,0.1,0.94,0.02,0.73,0.35,0.41,0.29,0.2,0.91,0.2,0.07,0.41,0.84,0.6,0.11,0.87,0.44,0.5,0.85
cascading.csv,0.81,0.0,0.98,0.03,0.64,0.39,0.52,0.29,0.25,1.0,0.17,0.03,0.3,0.63,0.18,0.09,0.88,0.47,0.56,1.0
dataobjectsdotnet.csv,0.71,0.06,0.97,0.02,0.74,0.35,0.37,0.29,0.19,0.38,0.14,0.0,0.22,0.86,0.14,0.11,0.86,0.58,0.44,0.76
exl.csv,0.84,0.03,0.97,0.02,0.63,0.32,0.67,0.25,0.2,0.32,0.19,0.0,0.46,0.44,0.09,0.11,0.78,0.44,0.4,0.97
gogoego.csv,0.89,0.03,0.92,0.02,0.81,0.27,0.44,0.38,0.15,0.49,0.13,0.0,0.29,0.84,0.19,0.09,0.8,0.55,0.57,0.96
httpcontentparser.csv,0.67,0.03,0.97,0.0,0.68,0.12,1.0,0.28,0.19,0.83,0.29,0.03,0.28,0.68,0.14,0.13,0.77,0.42,0.5,0.89
impala.csv,0.77,0.08,1.0,0.01,0.56,0.33,0.3,0.22,0.14,0.36,0.1,0.04,0.22,0.5,0.15,0.24,0.72,0.4,0.4,0.71
jaxlib.csv,0.85,0.04,0.97,0.0,0.61,0.35,0.59,0.29,0.26,0.38,0.14,0.4,0.36,0.79,0.14,0.1,0.84,0.46,0.48,0.86
jgameai.csv,0.65,0.11,1.0,0.0,0.5,0.47,0.0,0.26,0.19,0.5,0.04,0.13,0.15,0.5,0.0,0.13,1.0,0.5,0.0,0.0
jhotdraw.csv,0.75,0.08,0.98,0.02,0.56,0.34,0.0,0.24,0.47,0.33,0.18,0.07,0.2,0.56,0.2,0.08,0.81,0.34,1.0,1.0
loki-lib.csv,0.94,0.09,0.98,0.01,0.76,0.34,0.31,0.26,0.16,0.47,0.19,0.03,0.22,0.61,0.29,0.13,0.85,0.42,0.6,0.96
patterntesting.csv,0.76,0.06,0.98,0.01,0.64,0.3,0.37,0.24,0.19,0.72,0.11,0.04,0.23,0.6,0.13,0.11,0.79,0.44,0.42,0.77
pokeglobal.csv,0.77,0.08,0.98,0.02,0.75,0.29,0.31,0.33,0.19,0.42,0.13,0.0,0.2,0.59,0.13,0.13,0.83,0.49,0.37,0.77
snakeyaml.csv,0.67,0.0,0.94,0.03,0.64,0.27,0.46,0.29,0.24,0.63,0.19,0.0,0.3,0.93,0.31,0.08,0.85,0.5,0.33,0.96
unflobtactical.csv,0.77,0.09,0.97,0.02,0.69,0.28,0.7,0.27,0.22,0.69,0.17,0.05,0.27,0.76,0.15,0.1,0.84,0.44,0.67,0.84
werx.csv,0.75,0.08,1.0,0.01,0.59,0.3,0.31,0.23,0.18,0.38,0.1,0.04,0.2,0.57,0.13,0.12,0.78,0.43,0.39,0.69
zealos.csv,0.84,0.15,0.99,0.0,1.0,0.5,0.47,0.22,0.28,0.48,0.23,0.0,0.0,0.7,1.0,0.09,0.78,0.38,0.43,1.0
