,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.0,2.0,0.0,101.0,3.0,1.0,3.0,1.0,24.0,1.0,6.0,25.0,2.0,0.0,17.0,24.0,0.0,3.0,4.0,1.0
baadengine.csv,0.0,1.0,0.0,38.0,0.0,13.0,11.0,13.0,0.0,0.0,2.0,23.0,2.0,1.0,6.0,6.0,0.0,12.0,4.0,0.0
bibedt.csv,1.0,0.0,0.0,38.0,0.0,1.0,3.0,16.0,0.0,0.0,7.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0
cascading.csv,0.0,69.0,0.0,24.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,14.0,0.0,0.0,19.0,7.0,0.0,0.0,1.0,0.0
dataobjectsdotnet.csv,1.0,3.0,0.0,27.0,1.0,2.0,7.0,0.0,3.0,8.0,6.0,49.0,4.0,1.0,61.0,7.0,0.0,0.0,2.0,0.0
exl.csv,0.0,0.0,0.0,48.0,4.0,0.0,2.0,3.0,0.0,5.0,0.0,49.0,2.0,5.0,65.0,8.0,0.0,0.0,3.0,0.0
gogoego.csv,0.0,8.0,0.0,34.0,0.0,0.0,5.0,4.0,22.0,5.0,27.0,49.0,1.0,1.0,16.0,16.0,0.0,1.0,0.0,0.0
httpcontentparser.csv,0.0,19.0,0.0,101.0,0.0,3.0,0.0,3.0,0.0,1.0,6.0,24.0,0.0,5.0,62.0,0.0,0.0,5.0,0.0,1.0
impala.csv,1.0,3.0,0.0,54.0,4.0,0.0,5.0,4.0,0.0,7.0,6.0,15.0,2.0,0.0,18.0,5.0,0.0,0.0,4.0,1.0
jaxlib.csv,0.0,1.0,0.0,101.0,1.0,2.0,0.0,2.0,0.0,8.0,4.0,2.0,0.0,3.0,6.0,7.0,0.0,3.0,1.0,0.0
jgameai.csv,1.0,3.0,0.0,101.0,1.0,1.0,97.0,3.0,4.0,1.0,23.0,8.0,7.0,0.0,205.0,15.0,0.0,0.0,74.0,53.0
jhotdraw.csv,0.0,1.0,0.0,43.0,4.0,0.0,97.0,4.0,3.0,8.0,0.0,19.0,4.0,0.0,9.0,8.0,0.0,2.0,0.0,0.0
loki-lib.csv,0.0,1.0,0.0,67.0,0.0,3.0,11.0,1.0,0.0,8.0,6.0,17.0,2.0,1.0,2.0,23.0,0.0,1.0,1.0,0.0
patterntesting.csv,1.0,2.0,0.0,80.0,0.0,0.0,6.0,5.0,0.0,0.0,6.0,22.0,0.0,0.0,71.0,2.0,0.0,0.0,2.0,0.0
pokeglobal.csv,1.0,3.0,0.0,27.0,0.0,9.0,11.0,8.0,0.0,7.0,6.0,49.0,2.0,0.0,70.0,7.0,0.0,0.0,4.0,0.0
snakeyaml.csv,0.0,69.0,0.0,26.0,0.0,0.0,2.0,5.0,3.0,0.0,1.0,49.0,5.0,0.0,5.0,10.0,0.0,3.0,3.0,0.0
unflobtactical.csv,1.0,0.0,0.0,42.0,0.0,2.0,2.0,5.0,0.0,2.0,8.0,21.0,0.0,0.0,45.0,5.0,0.0,0.0,1.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,0.0,70.0,7.0,0.0,0.0,4.0,0.0
zealos.csv,0.0,1.0,0.0,101.0,0.0,1.0,7.0,1.0,0.0,5.0,4.0,49.0,50.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0
