,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.4,0.56,0.44,0.72,0.55
ingex.csv,0.93,0.62,0.57,0.95,0.75
jgnash.csv,0.75,0.92,0.93,0.94,0.91
openefm.csv,0.69,0.69,0.56,0.82,0.66
synecdoche.csv,0.55,0.49,0.49,0.69,0.59
