,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.79,0.64,0.76,0.93,0.48
ingex.csv,0.27,0.72,0.97,0.17,0.24
jgnash.csv,0.3,0.96,0.14,0.07,0.21
openefm.csv,0.76,0.6,0.76,0.49,0.62
synecdoche.csv,0.67,0.8,0.69,0.41,0.97
