,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,1.0,43.0,2.0,0.0,9.0
ingex.csv,2.0,23.0,0.0,3.0,0.0
jgnash.csv,1.0,0.0,1.0,7.0,0.0
openefm.csv,0.0,35.0,3.0,2.0,3.0
synecdoche.csv,3.0,37.0,2.0,8.0,0.0
