,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.31,0.16,0.46,0.97,0.42
ingex.csv,0.64,0.28,0.93,0.35,0.35
jgnash.csv,0.5,0.96,0.29,0.19,0.55
openefm.csv,0.96,0.2,0.54,0.44,0.47
synecdoche.csv,0.39,0.19,0.51,0.4,0.97
