,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.43,0.58,0.68,0.94,0.49
ingex.csv,0.31,0.71,0.97,0.2,0.28
jgnash.csv,0.34,0.97,0.17,0.09,0.25
openefm.csv,0.8,0.6,0.73,0.51,0.6
synecdoche.csv,0.62,0.67,0.67,0.44,0.97
