,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.45,0.26,0.57,0.95,0.45
ingex.csv,0.38,0.4,0.95,0.23,0.29
jgnash.csv,0.38,0.96,0.19,0.11,0.3
openefm.csv,0.85,0.3,0.63,0.47,0.54
synecdoche.csv,0.49,0.31,0.59,0.41,0.97
