,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.85,0.57,0.52,0.02,0.44
ingex.csv,0.07,0.32,0.04,0.2,0.3
jgnash.csv,0.15,0.01,0.2,0.2,0.12
openefm.csv,0.01,0.41,0.38,0.38,0.47
synecdoche.csv,0.51,0.59,0.38,0.38,0.02
