,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.88,0.67,0.57,0.07,0.68
ingex.csv,0.73,0.42,0.05,0.85,0.82
jgnash.csv,0.71,0.04,0.88,0.95,0.8
openefm.csv,0.24,0.57,0.45,0.64,0.6
synecdoche.csv,0.61,0.63,0.49,0.7,0.04
