,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.41,0.42,0.24,0.05,0.28,0.9,0.0,0.09,0.69,0.12,0.81,0.33,0.71
ivef-sdk.csv,0.97,0.33,0.61,0.75,0.74,0.0,0.63,0.0,0.78,0.79,0.05,1.0,0.48
jmri.csv,0.79,0.58,0.0,0.65,0.47,0.4,0.63,0.33,0.58,0.44,0.36,0.17,0.95
jython.csv,0.46,0.33,0.58,0.45,0.51,0.1,0.54,0.0,0.41,0.63,0.31,0.5,0.43
kdenlive.csv,0.0,0.5,0.67,0.9,0.45,1.0,0.6,0.95,0.81,0.63,0.76,0.67,0.48
opentibia.csv,0.82,0.08,0.5,1.0,0.38,0.3,0.29,1.0,0.84,0.3,0.64,0.67,0.52
projectfactory.csv,0.9,0.75,0.37,0.5,0.55,0.63,0.51,0.09,0.75,0.02,0.58,0.33,1.0
runuomondains.csv,0.33,0.33,0.01,0.25,0.04,0.0,0.03,0.05,0.01,0.0,0.0,0.0,0.0
somap.csv,1.0,1.0,0.94,1.0,0.68,1.0,1.0,1.0,1.0,0.95,0.97,0.0,0.48
taverna.csv,0.18,0.33,0.22,0.25,0.0,0.43,0.0,0.05,0.06,0.23,0.24,0.17,0.38
tigermud.csv,0.51,0.58,0.6,0.8,0.49,0.77,0.46,0.95,0.92,0.51,0.75,0.67,0.05
unbvision.csv,0.41,0.33,0.75,0.35,0.38,0.47,0.43,0.24,0.0,0.3,0.56,0.17,0.48
x-ray-mule.csv,0.38,0.25,0.41,0.0,0.49,0.0,0.57,0.0,0.55,0.3,0.2,0.33,0.71
