,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.27,0.47,0.26,0.53,0.41,0.58,0.97,0.68,0.47,0.1,0.75,0.21,0.8
ivef-sdk.csv,0.9,0.7,0.66,1.0,0.81,1.0,0.24,0.0,0.83,0.72,0.0,0.6,0.23
jmri.csv,0.72,0.57,0.95,0.83,0.44,0.27,0.48,0.68,0.77,0.36,0.38,0.19,0.57
jython.csv,0.56,0.39,0.68,0.73,0.52,0.84,0.61,0.95,0.57,0.79,0.75,0.58,0.4
kdenlive.csv,0.99,0.67,0.71,0.4,0.44,0.72,0.48,0.86,0.8,0.67,0.88,0.74,0.4
opentibia.csv,0.97,1.0,0.51,0.97,0.33,0.9,0.39,0.95,0.87,0.36,0.75,0.62,0.69
projectfactory.csv,0.62,0.72,0.44,0.7,0.52,0.99,0.48,0.23,0.9,0.97,0.38,0.5,0.74
runuomondains.csv,0.18,0.12,0.03,0.1,0.0,0.19,0.0,0.32,0.07,0.03,0.62,0.04,0.0
somap.csv,1.0,1.0,0.98,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74
taverna.csv,0.11,0.22,0.17,0.23,0.96,0.04,0.21,0.09,0.2,0.23,0.12,0.28,0.43
tigermud.csv,0.34,0.48,0.44,0.47,0.63,0.94,0.79,0.77,0.67,0.54,1.0,0.58,0.94
unbvision.csv,0.61,0.37,0.79,0.13,0.41,0.54,0.24,0.36,0.97,0.49,0.75,0.6,0.31
x-ray-mule.csv,0.44,0.51,0.37,0.93,0.48,0.52,0.64,0.0,0.37,0.18,0.12,0.24,0.4
