,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.29,0.21,0.6,0.08,0.2,0.15,0.1,0.33,0.28,0.2
fritzing.csv,0.5,0.3,0.3,0.33,0.4,0.47,0.0,0.22,0.47,0.24
jlinalg.csv,0.07,0.18,0.88,0.67,0.2,0.47,0.6,0.87,0.41,0.69
knowledge.csv,0.14,0.65,0.6,0.87,0.0,0.63,0.21,0.65,0.44,0.75
massiv.csv,0.0,0.08,0.19,0.0,0.0,0.03,0.0,0.26,0.0,0.0
multitude.csv,0.86,0.49,0.71,0.81,0.4,0.67,0.6,0.59,0.78,0.27
playerstage.csv,0.07,0.53,0.57,0.24,0.4,0.34,0.06,0.3,0.34,0.27
quarkplusplus.csv,0.57,0.58,0.73,0.25,0.0,0.32,0.06,0.85,0.28,0.36
rtrt-on-gpu.csv,0.0,0.82,0.35,0.64,0.6,0.41,0.19,0.11,0.41,0.42
superwaba.csv,0.14,0.22,0.39,0.19,0.2,0.36,0.1,0.65,0.16,0.25
