,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.56,0.44,0.48,0.57,0.66,0.96,0.53,0.66
etics.csv,1.0,0.53,0.45,0.55,0.53,0.53,0.53,0.64
genecys.csv,0.21,0.54,0.47,0.0,0.98,0.5,0.6,0.0
kftpgrabber.csv,0.51,0.2,0.4,0.3,0.39,0.41,0.52,0.98
kvs.csv,0.43,0.07,0.96,0.32,0.39,0.3,0.6,0.42
mcore3d.csv,0.55,0.98,0.64,0.57,0.61,0.57,0.6,0.75
ogrehg.csv,0.59,0.36,0.34,0.98,0.65,0.39,0.71,0.53
projecteqemu.csv,0.59,0.32,0.29,0.38,0.52,0.39,0.93,0.57
