,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.0,0.0,0.29,0.04,0.16,0.46,0.04
brlcad.csv,0.28,0.0,0.35,0.19,0.28,0.57,0.07
ftm.csv,0.58,0.0,0.6,0.09,0.46,0.63,0.88
google-web-toolkit.csv,0.3,0.0,0.59,0.0,0.67,0.67,0.09
jcache.csv,0.67,0.0,0.72,0.63,0.53,0.62,0.83
mimosa.csv,0.43,0.0,0.24,0.85,0.41,0.24,0.76
ogre.csv,0.34,0.0,0.13,0.8,0.24,0.41,0.09
