,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.36,0.23,0.41,0.84,0.09,0.52,0.55,1.0,0.02,0.67
cubefs.csv,0.36,0.23,0.17,0.9,0.04,0.54,0.58,0.82,0.0,0.86
iaml.csv,0.43,0.16,0.2,0.85,0.16,0.6,0.73,0.71,0.03,0.69
ivataopenportal.csv,0.4,0.23,0.21,0.87,0.1,0.73,0.56,0.69,0.0,0.72
mb-unit.csv,0.36,0.0,0.16,0.89,0.09,0.52,0.51,0.87,0.02,0.76
mvdsv.csv,0.5,0.22,0.0,0.88,0.67,0.5,0.53,0.75,0.0,1.0
nova.csv,0.36,0.54,0.18,0.89,0.07,0.54,0.59,0.74,0.02,0.76
openwbem.csv,0.54,0.43,0.31,0.89,0.15,0.52,0.72,0.77,0.03,0.84
xcmetadataservicestoolkit.csv,0.36,0.23,0.13,0.87,0.09,0.48,0.56,0.89,0.02,0.86
