,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.92,1.0,0.81,0.79,1.0,0.62,0.52,0.05,1.0,0.78
cubefs.csv,0.2,1.0,1.0,0.54,0.33,0.73,0.66,0.73,0.0,0.6
iaml.csv,0.49,0.23,0.67,0.24,1.0,0.43,0.67,0.19,1.0,0.55
ivataopenportal.csv,0.81,1.0,1.0,0.84,1.0,0.75,0.79,0.96,0.0,0.78
mb-unit.csv,0.99,0.0,0.67,0.71,1.0,0.98,0.32,0.17,1.0,0.85
mvdsv.csv,0.04,0.31,0.0,0.06,1.0,0.01,0.06,0.08,0.0,0.18
nova.csv,0.66,1.0,0.57,0.53,0.67,0.34,0.45,0.38,1.0,0.32
openwbem.csv,0.57,0.23,0.43,0.48,0.67,0.6,0.24,0.65,1.0,0.52
xcmetadataservicestoolkit.csv,0.52,1.0,0.62,0.58,1.0,0.66,0.9,0.32,1.0,0.78
