,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.0,0.0,135.0,109.0,1.0,216.0,11.0,9.0,323.0
azureus.csv,0.0,2.0,0.0,16.0,10.0,1.0,11.0,0.0,4.0
columba.csv,0.0,0.0,135.0,109.0,6.0,216.0,11.0,0.0,0.0
continuum-ide.csv,102.0,65.0,135.0,109.0,0.0,216.0,13.0,1.0,323.0
emulemorph.csv,102.0,65.0,135.0,109.0,55.0,216.0,77.0,63.0,323.0
factor.csv,4.0,2.0,5.0,3.0,8.0,22.0,12.0,0.0,4.0
pcgen.csv,0.0,2.0,0.0,11.0,10.0,0.0,11.0,0.0,4.0
stemkit.csv,5.0,2.0,5.0,3.0,7.0,22.0,0.0,0.0,4.0
utgb.csv,4.0,1.0,5.0,3.0,55.0,22.0,5.0,1.0,4.0
