,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.67,1.0,0.0,0.0,0.35,0.0,0.08,0.38,0.0
azureus.csv,0.23,0.53,0.53,0.06,0.3,0.62,0.08,0.64,0.29
columba.csv,0.24,0.57,0.0,0.0,0.33,0.0,0.08,0.63,0.72
continuum-ide.csv,0.0,0.0,0.0,0.0,0.88,0.0,0.06,0.56,0.0
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
factor.csv,0.28,0.49,0.4,0.05,0.29,0.26,0.08,0.93,0.29
pcgen.csv,0.23,0.53,0.74,0.09,0.3,1.0,0.08,0.64,0.3
stemkit.csv,0.26,0.52,0.4,0.05,0.11,0.26,1.0,0.77,0.29
utgb.csv,0.26,0.81,0.4,0.05,0.0,0.26,0.11,0.75,0.29
