,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.43,0.21,0.19,0.87,0.62,0.0,0.84,1.0,0.71,0.3,0.17,0.51,0.33,0.0,0.76,0.25,0.36
codepurge.csv,0.41,0.0,0.23,0.93,0.56,0.03,0.83,1.0,0.71,0.41,0.35,0.51,0.56,0.0,0.72,0.19,0.38
crisscross.csv,0.35,0.24,0.41,0.85,0.53,0.02,0.79,0.99,0.68,0.28,0.22,0.47,0.31,0.01,0.65,0.27,0.34
elvishrayrenderer.csv,0.35,0.17,0.15,0.91,0.62,0.0,0.83,1.0,0.84,0.37,0.14,0.41,0.5,0.0,0.83,0.16,0.26
gisgraphy.csv,0.46,0.0,0.29,0.85,0.33,0.0,0.9,1.0,0.69,0.3,0.17,0.4,0.42,0.0,0.67,0.34,0.65
ivataopenportal.csv,0.4,0.23,0.2,0.86,0.73,0.0,0.79,0.99,0.72,0.28,0.14,0.46,0.36,0.01,0.69,0.23,0.31
lite.csv,0.54,0.0,0.09,0.86,0.55,0.03,0.81,1.0,0.8,0.5,0.0,0.53,0.64,0.0,0.67,0.28,0.09
mb-unit.csv,0.36,0.22,0.16,0.9,0.51,0.02,0.79,0.99,0.76,0.29,0.1,0.49,0.37,0.01,0.65,0.22,0.26
nova.csv,0.32,0.48,0.14,0.85,0.47,0.02,0.77,0.99,0.75,0.21,0.1,0.41,0.28,0.01,0.6,0.31,0.29
olex2.csv,0.35,0.36,0.23,0.87,0.51,0.0,0.79,1.0,0.78,0.38,0.17,0.67,0.48,0.01,0.68,0.41,0.18
openwbem.csv,0.53,0.47,0.28,0.86,0.49,0.04,0.82,1.0,0.79,0.28,0.19,0.52,0.25,0.01,0.65,0.47,0.39
stajistics.csv,0.33,0.21,0.17,0.91,0.56,0.02,0.81,0.99,0.72,0.36,0.12,0.39,0.51,0.01,0.65,0.14,0.2
uwom.csv,0.43,0.0,0.3,0.87,0.59,0.02,0.83,0.99,0.65,0.26,0.2,0.17,0.38,0.01,0.68,0.47,0.57
xcmetadataservicestoolkit.csv,0.36,0.21,0.12,0.88,0.5,0.02,0.78,0.99,0.86,0.33,0.15,0.44,0.26,0.01,0.72,0.13,0.19
