,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.32,0.36,0.61,0.55,0.36
aime.csv,0.48,0.45,0.63,0.0,0.58
badtrinitycore.csv,0.0,0.0,0.62,0.66,0.48
electric-core.csv,0.32,0.51,0.61,0.49,0.49
olsrd.csv,0.31,0.33,0.45,0.48,0.38
