,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.81,0.71,0.56,0.66,0.71
aime.csv,0.58,0.99,0.28,0.0,0.71
badtrinitycore.csv,0.0,0.0,0.43,0.81,0.5
electric-core.csv,0.92,0.65,0.6,0.55,0.79
olsrd.csv,1.0,0.75,0.64,0.7,0.57
