,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.29,0.1,0.2,0.23,0.54
aime.csv,0.58,0.85,0.49,0.0,0.34
badtrinitycore.csv,0.0,0.05,0.26,0.18,0.57
electric-core.csv,0.71,0.45,0.23,0.33,0.68
olsrd.csv,0.79,0.2,0.44,0.41,0.5
