,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.78,0.81,0.48,0.38,0.33
aime.csv,0.55,0.88,0.18,0.0,0.43
badtrinitycore.csv,0.0,0.0,0.36,0.51,0.23
electric-core.csv,0.72,0.73,0.49,0.27,0.31
olsrd.csv,0.73,0.83,0.39,0.29,0.29
