,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.05,0.75,0.68,0.73
freelords.csv,0.94,0.76,0.04,0.53
jfreereport.csv,0.96,0.12,0.92,0.92
super-tux.csv,1.0,0.65,0.56,0.01
