,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.81,0.89,0.8,0.78,0.83,1.0,1.0,0.95,0.75,0.78,0.82,0.88,0.94,0.9,0.58,0.76,0.75,0.11
exl.csv,0.95,0.56,0.64,0.64,0.75,0.56,0.4,0.77,0.63,0.81,0.9,0.82,0.64,0.75,0.59,0.62,0.27,0.88
ildjit.csv,0.88,0.84,0.98,0.97,0.87,0.72,1.0,0.41,0.99,1.0,0.69,0.75,0.88,1.0,0.51,0.97,0.81,1.02
konversation.csv,0.49,0.32,0.56,0.68,0.56,0.45,0.67,0.96,0.9,0.89,0.44,0.71,0.53,0.58,0.79,0.64,0.65,0.49
ltp.csv,0.51,0.93,0.57,0.8,0.61,0.71,1.34,1.02,0.85,0.68,0.58,1.01,0.66,0.63,0.84,0.86,1.02,0.81
mcmc-jags.csv,0.8,0.54,0.73,0.76,0.67,0.26,0.56,0.78,0.64,0.71,0.48,1.0,0.55,0.34,0.79,0.52,0.4,0.78
micomt.csv,0.63,0.62,0.7,0.8,0.76,0.34,0.83,0.93,0.81,0.74,0.5,0.95,0.66,0.24,0.74,0.56,0.85,0.92
migen.csv,0.63,0.47,0.56,0.59,0.39,0.87,0.12,0.9,0.49,0.96,0.32,1.0,0.63,0.31,0.96,0.69,0.47,0.6
moviesandbox.csv,0.91,0.44,0.51,0.75,0.66,0.6,0.17,0.96,0.47,0.95,0.29,0.91,0.5,0.32,0.86,0.68,0.62,0.64
nebuladevice.csv,1.0,0.84,0.99,1.0,0.92,0.68,1.04,1.0,0.96,0.81,1.06,0.99,0.86,0.81,0.52,0.89,1.0,0.91
opengs.csv,0.91,0.41,0.58,0.6,0.58,0.48,0.31,0.88,0.35,0.81,0.42,0.83,0.56,0.41,0.66,0.57,0.48,0.68
openxava.csv,0.87,0.37,0.62,0.77,0.84,0.7,0.35,0.82,0.66,0.73,1.01,0.4,0.74,0.9,0.56,0.67,0.54,0.55
passwordsafe.csv,0.89,0.5,0.59,0.72,0.52,0.74,0.56,0.88,0.47,0.68,0.35,0.99,0.48,0.34,0.76,0.38,0.69,0.83
phonon-vlc-mplayer.csv,0.69,0.45,0.52,0.68,0.54,0.67,0.35,0.88,0.55,0.83,0.28,0.73,0.46,0.47,0.84,0.61,0.42,0.44
sepgsql.csv,0.62,0.35,0.52,0.35,0.51,0.75,0.12,0.8,0.65,0.8,0.41,0.65,0.35,0.64,0.8,0.51,0.41,0.55
tcl.csv,0.68,1.06,0.93,1.0,0.93,1.05,1.21,0.52,0.8,0.44,1.04,0.99,1.02,1.0,0.74,0.9,0.83,1.06
unflobtactical.csv,0.93,0.49,0.59,0.78,0.66,0.43,0.5,0.83,0.88,0.87,0.26,1.02,0.35,0.29,0.89,0.45,0.62,0.91
