,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.47,0.31,0.7,0.58,0.61,0.24,0.63,0.64,0.3,0.0,0.87,0.73,0.5,0.48,0.67,0.25
bullet.csv,0.67,0.47,0.8,0.06,0.06,0.29,0.47,0.4,0.13,0.07,0.44,0.31,0.55,0.0,0.44,0.18
customwars.csv,0.27,0.22,0.34,0.01,0.17,0.33,0.2,0.36,0.25,0.0,0.29,0.81,0.25,0.31,0.28,0.26
dvd-create.csv,0.43,0.67,0.41,0.96,0.17,0.19,0.69,0.76,0.65,0.05,0.93,0.46,0.65,0.79,0.67,0.44
gbif-indexingtoolkit.csv,0.77,0.73,0.73,0.99,0.89,0.67,0.8,0.28,0.85,0.0,0.77,0.38,1.0,0.76,0.89,0.97
go.csv,0.63,0.27,0.25,0.7,0.56,0.24,0.58,0.66,0.37,0.02,0.73,0.58,0.6,0.76,0.28,0.47
growl-for-windows.csv,0.27,0.0,0.21,0.0,0.0,0.0,0.45,0.56,0.0,0.0,0.94,0.46,0.8,0.0,0.11,0.0
gss.csv,0.6,0.4,0.5,0.03,0.22,0.62,0.4,0.72,0.35,0.0,0.89,0.77,0.2,0.62,0.61,0.26
kwave.csv,0.57,1.0,0.25,1.0,1.0,0.57,0.93,0.74,0.84,0.2,0.78,0.85,0.6,0.66,0.72,1.0
libarchive.csv,0.8,0.33,0.7,0.04,0.39,0.67,0.68,0.98,0.55,0.98,0.95,0.96,0.95,0.86,0.72,0.29
linux-ntfs.csv,0.43,0.56,0.66,0.19,0.44,0.48,0.29,0.46,0.05,0.39,0.63,0.77,0.55,0.45,0.83,0.37
lsb.csv,0.43,0.67,0.88,0.1,0.83,0.52,0.24,0.28,0.36,0.0,0.88,0.65,0.9,0.72,0.61,0.41
mpgravity.csv,0.83,0.38,0.73,0.9,0.83,0.81,0.97,0.94,0.0,0.24,1.0,0.88,1.0,0.93,0.94,0.87
qcad2.csv,0.3,0.22,0.18,0.14,0.11,0.33,0.33,0.4,0.21,0.27,0.39,0.65,0.45,0.52,0.44,0.63
qtwin.csv,0.07,0.0,0.02,0.0,0.0,0.14,0.03,0.44,0.09,0.12,0.34,0.27,0.05,0.21,0.06,0.0
xinity.csv,0.67,1.0,0.21,1.0,0.94,0.48,0.64,0.4,0.71,1.0,0.34,0.42,0.75,0.83,0.56,0.99
