,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,184.0,83.5,98.5,97.5,98.5,289.5,394.0,97.5,196.0,370.0,98.5,620.5,193.0,96.5,852.5,280.5,96.5,97.5,1122.0
bulmages.csv,183.0,97.5,293.0,195.5,89.5,167.0,376.0,97.5,81.5,370.0,98.5,1117.5,0.0,69.0,0.0,379.0,96.5,196.0,493.5
forester-atv.csv,194.0,99.0,383.5,213.5,98.5,273.5,696.0,92.5,97.5,372.0,190.0,111.0,88.5,96.5,639.0,155.0,0.0,180.0,0.0
google-collections.csv,196.0,98.5,197.5,99.0,98.5,581.0,788.5,97.5,99.0,743.0,98.5,2103.0,98.5,99.0,2819.0,99.0,96.5,294.5,2505.0
hannosset.csv,94.5,96.5,96.5,513.0,85.5,191.0,1697.0,94.5,259.5,187.0,98.5,860.0,90.5,180.5,562.0,99.0,165.0,206.5,1065.5
jbpm.csv,48.5,0.0,0.0,331.5,58.5,70.5,196.5,81.5,295.0,49.5,98.5,0.0,88.5,57.5,0.0,0.0,0.0,77.5,281.5
mevenide.csv,193.0,96.5,96.5,219.5,93.5,190.0,363.5,62.5,392.5,344.0,81.5,244.5,33.5,187.0,282.0,184.5,89.5,96.5,345.5
nassp.csv,194.0,97.5,98.5,267.0,72.5,193.0,274.5,95.5,96.5,182.0,92.5,328.0,90.5,105.0,204.5,280.5,96.5,88.5,398.0
open-media-library.csv,183.0,97.5,197.5,187.0,98.5,484.5,689.5,97.5,99.0,279.5,98.5,866.0,193.0,96.5,2335.5,280.5,96.5,195.0,513.5
opendvr.csv,196.0,88.5,197.5,99.0,98.5,287.5,196.0,97.5,99.0,196.5,98.5,612.5,98.5,96.5,341.5,378.0,88.5,352.0,474.5
openefm.csv,94.5,95.5,195.5,129.0,86.5,189.0,276.5,95.5,99.0,182.0,97.5,1386.0,93.5,99.0,1622.0,99.0,96.5,294.5,717.5
oppna-program-hsatools.csv,196.0,98.5,197.5,99.0,93.5,190.0,690.0,97.5,590.5,465.5,98.5,1204.0,33.5,99.0,296.0,476.5,96.5,294.5,2154.5
paintown.csv,196.0,99.0,197.5,99.0,98.5,578.0,394.0,97.5,99.0,557.0,98.5,1564.0,98.5,99.0,816.0,476.5,96.5,294.5,1997.5
projectfactory.csv,196.0,99.0,194.0,97.5,98.5,478.5,764.5,97.5,99.0,277.5,96.5,1166.5,90.5,99.0,1818.5,185.0,96.5,294.5,1358.0
smbopensoft.csv,97.5,99.0,98.5,99.0,98.5,581.0,492.0,95.5,99.0,555.0,98.5,1232.0,98.5,96.5,2636.0,99.0,96.5,88.5,1685.5
st-filteredstatistics.csv,196.0,96.5,98.5,99.0,85.5,380.0,689.5,97.5,590.5,557.0,98.5,1549.0,95.5,99.0,2283.5,378.0,96.5,294.5,2161.0
thedata.csv,194.0,99.0,293.0,187.0,98.5,581.0,492.5,97.5,99.0,647.5,97.5,1229.0,98.5,99.0,2613.5,379.0,96.5,379.0,107.0
trackit.csv,95.5,99.0,95.5,97.5,98.5,482.5,477.5,95.5,99.0,521.5,186.0,772.5,98.5,80.5,2155.5,99.0,95.5,0.0,1208.5
wxstudio.csv,196.0,94.5,96.5,99.0,85.5,146.0,1821.5,97.5,96.5,1091.0,98.5,661.5,76.5,92.5,745.5,184.0,255.0,196.0,1592.0
