,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.39,0.39,0.39,0.87,0.52,0.45,0.97,0.23,0.6,0.11,0.12,0.26,0.24,0.49,0.2,0.03
galaxium.csv,0.01,0.11,0.3,0.0,0.04,0.01,0.06,0.68,0.17,0.97,0.5,0.35,0.36,0.29,0.2,0.39
hydrate.csv,0.06,0.06,0.21,0.0,0.07,0.0,0.03,0.73,0.2,0.63,0.75,0.14,0.61,0.09,0.6,0.88
ivef-sdk.csv,0.76,0.59,0.58,1.0,0.74,1.0,0.24,0.0,0.83,0.17,0.0,0.57,0.45,0.2,0.4,0.03
jmri.csv,0.82,0.9,0.97,0.33,0.74,0.21,0.48,0.64,0.77,0.77,0.5,0.47,0.55,0.89,0.6,0.67
jython.csv,0.76,0.72,0.65,0.7,0.74,0.99,0.48,1.0,0.93,0.54,0.5,0.76,0.7,0.66,0.8,0.36
kdenlive.csv,0.99,0.6,0.34,0.33,0.37,0.13,0.15,0.91,0.67,0.66,0.88,0.4,0.45,0.31,0.4,0.79
ninject.csv,0.11,0.05,0.63,0.03,0.07,0.04,0.06,0.36,0.2,0.2,0.12,0.88,0.03,0.11,1.0,0.24
ondex.csv,0.04,0.06,0.73,0.0,0.0,0.0,0.03,0.64,0.17,0.03,0.25,0.78,0.97,0.09,0.0,0.09
opentibia.csv,0.9,0.99,0.61,1.0,0.67,0.96,0.73,0.95,0.87,0.8,0.75,0.65,0.58,0.77,1.0,0.97
runuomondains.csv,0.1,0.1,0.2,0.33,0.3,0.03,0.15,0.32,0.13,0.26,1.0,0.15,0.48,0.14,0.2,0.21
somap.csv,0.93,0.96,0.97,0.8,0.96,0.57,0.97,1.0,1.0,0.94,1.0,0.99,0.97,1.0,0.8,1.0
taverna.csv,0.3,0.22,0.2,0.17,0.96,0.1,0.09,0.09,0.2,0.11,0.12,0.11,0.18,0.23,0.0,0.06
tigermud.csv,0.58,0.61,0.56,0.63,0.74,0.93,0.94,0.82,0.4,0.57,1.0,0.88,0.82,0.86,0.8,0.88
unbvision.csv,0.65,0.64,0.54,0.43,0.11,0.85,0.12,0.77,0.97,0.43,0.62,0.49,0.48,0.54,0.2,0.36
x-ray-mule.csv,0.58,0.51,0.57,0.97,0.44,0.12,0.39,0.55,0.73,0.37,0.38,0.51,0.52,0.26,0.0,0.58
