,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.5,0.55,0.46,0.74,0.47,0.61,0.98,0.36,0.33,0.11,0.12,0.41,0.13,0.58,0.1,0.06
galaxium.csv,0.03,0.2,0.37,0.0,0.05,0.03,0.1,0.18,0.25,0.99,0.36,0.5,0.31,0.35,0.29,0.5
hydrate.csv,0.11,0.11,0.31,0.0,0.11,0.0,0.06,0.18,0.32,0.49,0.25,0.24,0.31,0.14,0.18,0.92
ivef-sdk.csv,0.73,0.73,0.52,0.82,0.48,1.0,0.25,0.0,0.42,0.16,0.0,0.69,0.24,0.27,0.08,0.06
jmri.csv,0.71,0.89,0.98,0.39,0.44,0.31,0.39,0.16,0.35,0.4,0.16,0.61,0.29,0.73,0.17,0.65
jython.csv,0.72,0.81,0.61,0.63,0.43,0.96,0.44,1.0,0.51,0.34,0.18,0.83,0.34,0.62,0.14,0.46
kdenlive.csv,0.98,0.74,0.41,0.38,0.38,0.19,0.22,0.49,0.5,0.52,0.25,0.57,0.27,0.38,0.17,0.74
ninject.csv,0.2,0.09,0.53,0.06,0.11,0.09,0.11,0.1,0.29,0.25,0.11,0.89,0.05,0.19,1.0,0.36
ondex.csv,0.08,0.11,0.55,0.0,0.0,0.0,0.05,0.16,0.26,0.05,0.29,0.85,0.97,0.15,0.0,0.17
opentibia.csv,0.75,0.99,0.52,0.75,0.46,0.93,0.69,0.22,0.42,0.44,0.24,0.76,0.27,0.78,0.23,0.8
runuomondains.csv,0.18,0.17,0.31,0.47,0.32,0.06,0.18,0.35,0.24,0.35,1.0,0.26,0.31,0.21,0.1,0.33
somap.csv,0.76,0.91,0.63,0.69,0.5,0.56,0.65,0.23,0.41,0.44,0.21,0.99,0.3,0.77,0.14,0.79
taverna.csv,0.43,0.35,0.28,0.27,0.98,0.18,0.13,0.17,0.2,0.14,0.12,0.2,0.17,0.36,0.0,0.11
tigermud.csv,0.55,0.72,0.48,0.58,0.47,0.96,0.68,0.4,0.25,0.33,0.23,0.89,0.27,0.9,0.17,0.76
unbvision.csv,0.65,0.74,0.52,0.53,0.15,0.9,0.15,0.6,0.98,0.34,0.25,0.65,0.29,0.55,0.18,0.53
x-ray-mule.csv,0.63,0.67,0.52,0.97,0.35,0.16,0.39,0.49,0.36,0.32,0.17,0.65,0.23,0.36,0.0,0.59
