,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.68,0.64,0.67,0.71,0.6,0.55,0.03,0.77,0.81,0.98,0.89,0.81,0.91,0.61,0.85,0.97
galaxium.csv,0.99,0.89,0.75,1.0,0.99,0.99,0.95,0.94,0.84,0.03,0.53,0.82,0.67,0.91,0.8,0.68
hydrate.csv,0.94,0.94,0.8,1.0,0.94,1.24,0.97,0.97,0.8,0.52,0.63,0.88,0.62,0.93,0.61,0.13
ivef-sdk.csv,0.61,0.48,0.71,0.65,0.74,0.0,0.98,1.0,0.77,0.91,1.0,1.09,0.72,0.93,1.03,0.97
jmri.csv,0.92,0.92,0.03,0.86,0.85,0.85,1.1,1.02,0.97,0.87,0.8,0.99,0.64,0.91,0.65,0.76
jython.csv,0.66,0.5,0.55,0.85,0.89,0.13,0.83,0.0,0.6,0.82,0.75,1.03,0.57,0.84,0.93,0.74
kdenlive.csv,0.05,0.47,0.73,0.93,0.7,1.05,0.88,0.28,0.49,0.49,0.69,0.6,0.67,0.89,0.67,0.62
ninject.csv,0.89,0.97,0.76,0.97,0.93,0.96,0.94,1.11,0.8,0.82,0.89,1.01,0.97,0.9,0.0,0.77
ondex.csv,0.96,0.94,0.87,1.0,1.0,1.0,1.0,0.99,0.83,0.97,0.75,0.7,0.03,0.92,1.0,0.91
opentibia.csv,0.9,0.08,0.77,1.0,0.71,0.2,0.46,0.99,0.81,0.76,0.68,0.75,0.7,0.4,0.6,0.79
runuomondains.csv,0.9,0.91,0.8,0.68,0.76,0.97,0.99,0.69,0.87,0.75,0.0,0.86,0.61,0.94,0.84,0.8
somap.csv,0.95,1.0,0.96,0.82,0.98,1.09,0.94,0.99,1.0,0.96,1.0,0.01,0.93,1.0,0.91,0.95
taverna.csv,0.72,0.79,0.82,0.84,0.04,0.9,0.94,0.91,0.84,0.91,0.89,0.89,0.84,0.78,1.02,0.94
tigermud.csv,1.04,0.77,0.8,0.93,0.76,0.07,0.77,0.38,0.88,0.87,0.9,1.01,0.87,0.17,0.74,0.75
unbvision.csv,0.71,0.76,0.66,0.64,0.9,0.16,1.0,0.26,0.03,0.73,0.59,0.54,0.64,0.85,0.81,0.64
x-ray-mule.csv,0.64,0.5,0.7,0.06,0.79,1.15,0.85,0.47,0.88,0.74,0.76,0.83,0.76,0.8,1.15,0.76
