,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.7,0.94,0.55,0.65,0.42,0.97,1.0,0.83,0.23,0.1,0.11,0.9,0.09,0.71,0.06,0.5
galaxium.csv,0.5,1.0,0.49,0.0,0.08,0.33,0.29,0.1,0.5,1.0,0.29,0.89,0.27,0.45,0.5,0.68
hydrate.csv,1.0,1.0,0.59,0.0,0.22,0.0,0.33,0.1,0.75,0.41,0.15,0.91,0.21,0.43,0.11,0.97
ivef-sdk.csv,0.71,0.94,0.48,0.7,0.35,1.0,0.27,0.0,0.28,0.16,0.0,0.87,0.16,0.41,0.04,1.0
jmri.csv,0.62,0.87,0.99,0.48,0.32,0.61,0.32,0.09,0.22,0.27,0.1,0.87,0.2,0.62,0.1,0.63
jython.csv,0.69,0.92,0.58,0.57,0.31,0.94,0.41,1.0,0.35,0.24,0.11,0.9,0.23,0.59,0.07,0.63
kdenlive.csv,0.97,0.94,0.5,0.43,0.38,0.33,0.38,0.34,0.4,0.43,0.15,1.0,0.19,0.48,0.11,0.7
ninject.csv,0.8,0.67,0.46,0.5,0.25,1.0,0.4,0.06,0.5,0.32,0.09,0.91,0.12,0.57,1.0,0.73
ondex.csv,1.0,1.0,0.44,0.0,0.0,0.0,0.1,0.09,0.56,0.33,0.33,0.93,0.97,0.6,0.0,1.0
opentibia.csv,0.65,0.99,0.45,0.6,0.35,0.91,0.65,0.12,0.28,0.3,0.14,0.92,0.17,0.79,0.13,0.68
runuomondains.csv,0.78,0.89,0.61,0.77,0.35,0.67,0.22,0.39,1.0,0.53,1.0,0.92,0.23,0.38,0.07,0.7
somap.csv,0.64,0.87,0.47,0.6,0.33,0.56,0.49,0.13,0.26,0.28,0.12,1.0,0.17,0.62,0.08,0.65
taverna.csv,0.78,0.95,0.49,0.71,1.0,0.7,0.25,1.0,0.21,0.18,0.11,1.0,0.16,0.8,0.0,1.0
tigermud.csv,0.53,0.86,0.43,0.53,0.34,1.0,0.53,0.27,0.18,0.23,0.13,0.91,0.16,0.94,0.09,0.67
unbvision.csv,0.66,0.87,0.5,0.68,0.25,0.97,0.19,0.49,1.0,0.28,0.16,0.97,0.21,0.56,0.17,1.0
x-ray-mule.csv,0.68,0.98,0.48,0.97,0.29,0.27,0.38,0.44,0.24,0.28,0.11,0.9,0.15,0.6,0.0,0.61
