,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.43,0.44,0.43,0.63,0.54,0.5,0.98,0.27,0.49,0.13,0.14,0.3,0.27,0.52,0.23,0.04
galaxium.csv,0.01,0.13,0.34,0.0,0.05,0.01,0.07,0.33,0.2,0.98,0.54,0.37,0.4,0.31,0.24,0.43
hydrate.csv,0.07,0.07,0.25,0.0,0.09,0.0,0.04,0.25,0.24,0.63,0.65,0.17,0.59,0.11,0.59,0.89
ivef-sdk.csv,0.66,0.62,0.54,0.73,0.57,1.0,0.26,0.0,0.57,0.2,0.0,0.0,0.46,0.23,0.31,0.04
jmri.csv,0.34,0.3,0.97,0.35,0.47,0.24,0.12,0.19,0.23,0.44,0.47,0.35,0.55,0.34,0.57,0.55
jython.csv,0.63,0.69,0.63,0.47,0.41,0.96,0.44,1.0,0.74,0.47,0.49,0.0,0.65,0.49,0.31,0.39
kdenlive.csv,0.98,0.62,0.38,0.33,0.41,0.15,0.18,0.87,0.67,0.66,0.65,0.45,0.47,0.33,0.44,0.67
ninject.csv,0.13,0.06,0.54,0.04,0.09,0.05,0.07,0.22,0.24,0.24,0.14,0.0,0.04,0.13,1.0,0.28
ondex.csv,0.05,0.07,0.44,0.0,0.0,0.0,0.04,0.27,0.2,0.04,0.29,0.61,0.97,0.11,0.0,0.11
opentibia.csv,0.35,0.98,0.52,0.0,0.58,0.92,0.71,0.05,0.52,0.57,0.62,0.54,0.55,0.75,0.77,0.56
runuomondains.csv,0.12,0.12,0.24,0.38,0.34,0.04,0.17,0.37,0.16,0.3,1.0,0.18,0.51,0.17,0.23,0.25
somap.csv,0.21,0.0,0.17,0.5,0.09,0.0,0.24,0.05,0.0,0.21,0.0,0.99,0.27,0.0,0.35,0.21
taverna.csv,0.34,0.26,0.24,0.2,0.97,0.12,0.11,0.11,0.23,0.13,0.14,0.13,0.21,0.27,0.0,0.07
tigermud.csv,0.19,0.52,0.49,0.38,0.56,0.94,0.58,0.78,0.39,0.45,0.36,0.0,0.43,0.87,0.59,0.6
unbvision.csv,0.57,0.54,0.54,0.47,0.13,0.86,0.14,0.79,0.98,0.45,0.6,0.53,0.5,0.46,0.24,0.41
x-ray-mule.csv,0.56,0.56,0.54,0.97,0.44,0.13,0.39,0.6,0.43,0.4,0.41,0.46,0.49,0.3,0.0,0.52
