,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.0,0.45,0.69,1.0,0.71,0.51,0.0,1.0,0.25,0.0
fontforge.csv,0.44,0.33,0.43,0.36,0.69,0.49,0.02,0.67,0.12,0.2
hatari.csv,0.5,0.42,0.65,0.36,0.7,0.49,0.03,0.42,0.12,0.19
jcl.csv,0.55,0.48,0.5,0.29,0.82,0.54,0.03,0.46,0.17,0.2
ltp.csv,0.43,0.31,0.45,0.41,0.8,0.42,0.0,0.46,0.11,0.23
net-snmp.csv,0.58,0.42,0.5,0.34,0.67,0.37,0.08,0.42,0.09,0.13
opde.csv,0.45,0.32,0.45,0.56,0.69,0.44,0.06,0.44,0.1,0.21
powerfolder-.csv,0.48,0.57,0.58,0.34,0.73,0.45,0.05,0.5,0.12,0.16
quantlib.csv,0.45,0.0,0.0,0.0,0.69,0.0,0.0,0.44,0.12,0.37
