,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.0,0.61,0.75,0.0,0.34,0.49,0.83,0.0,0.88,0.0
fontforge.csv,0.4,0.31,0.41,0.37,0.33,0.36,0.37,0.44,0.37,0.36
hatari.csv,0.44,0.42,0.58,0.42,0.39,0.46,0.49,0.28,0.44,0.81
jcl.csv,0.52,0.52,0.47,0.56,0.49,0.53,0.49,0.37,0.58,0.5
ltp.csv,0.96,0.39,0.46,0.49,0.47,0.41,0.42,0.32,0.45,0.51
net-snmp.csv,0.47,0.65,0.54,0.5,0.4,0.59,0.92,0.28,0.73,0.58
opde.csv,0.4,0.53,0.42,0.7,0.33,0.43,0.65,0.29,0.46,0.71
powerfolder-.csv,0.43,0.47,0.54,0.37,0.36,0.82,0.5,0.83,0.4,0.49
quantlib.csv,0.4,0.0,0.0,0.0,0.33,0.5,0.0,0.29,0.37,0.63
