,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.0,0.23,0.14,0.0,0.89,0.36,0.35,0.0,0.06,0.0
fontforge.csv,0.96,0.78,1.0,1.0,1.0,0.51,0.98,0.29,0.99,0.99
hatari.csv,0.53,0.45,0.31,0.76,0.83,0.44,0.73,0.94,0.82,0.31
jcl.csv,0.57,0.23,0.53,0.53,0.35,0.28,0.65,0.61,0.29,0.62
ltp.csv,0.25,0.68,0.86,0.64,0.44,0.73,0.83,0.87,0.83,0.63
net-snmp.csv,0.37,0.31,0.33,0.47,0.66,0.59,0.21,1.0,0.29,0.41
opde.csv,1.0,0.36,1.0,0.27,1.0,0.52,0.31,0.81,0.83,0.28
powerfolder-.csv,0.63,0.23,0.28,0.98,0.73,0.22,0.4,0.1,0.59,0.56
quantlib.csv,1.0,0.0,0.0,0.0,1.0,0.02,0.0,1.0,1.0,0.27
