,recall,precision,pf,wins
all-plasm.csv,0.38,0.31,0.31,6
blogentis.csv,0.67,0.35,0.68,3
bochs.csv,0.76,0.33,0.48,10
galaxium.csv,0.47,0.51,0.25,15
gisgraphy.csv,0.41,0.43,0.23,14
haphazard.csv,0.46,0.27,0.56,0
ipfire-wall.csv,0.47,0.42,0.32,13
jmri.csv,0.5,0.34,0.4,8
jvcl.csv,0.39,0.34,0.22,9
kaffeine.csv,0.8,0.34,0.64,7
m-a-d-n-e-s-s.csv,0.27,0.56,0.17,16
magicwars.csv,1.0,0.33,0.94,2
nh3d.csv,1.0,0.31,1.0,1
opentibia.csv,0.42,0.34,0.44,4
sarasvati.csv,0.43,0.44,0.38,12
smartgwt.csv,0.69,0.39,0.52,11
tweetsharp.csv,0.52,0.29,0.42,5
