,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.88,0.6,0.75,0.88,0.58,0.95,0.91,0.5,0.56,0.9,0.91
ikvm.csv,0.6,0.57,0.5,0.75,0.43,0.76,0.64,0.73,0.85,0.65,0.57
libtorrent.csv,0.39,0.42,0.39,0.5,0.4,0.4,0.37,0.42,0.55,0.3,0.51
mcmc-jags.csv,0.43,0.48,0.98,0.79,0.54,0.82,0.45,0.46,0.47,0.44,0.45
moast.csv,0.87,0.86,0.85,0.65,0.54,0.71,0.92,0.48,0.5,0.53,0.43
olap-navigator.csv,0.52,0.43,0.47,0.67,0.43,0.59,0.46,0.45,0.59,0.33,0.39
pidgin.csv,0.42,0.36,0.4,0.58,0.39,0.41,0.39,0.42,0.5,0.32,0.41
salasaga.csv,0.47,0.37,0.52,0.44,0.48,0.49,0.4,0.54,0.89,0.35,0.73
sepgsql.csv,0.83,0.0,0.96,0.67,0.83,0.94,0.75,0.5,0.75,0.96,0.0
sigil.csv,0.52,0.52,0.99,0.75,0.59,0.89,0.55,0.48,0.62,0.37,0.4
xtreemfs.csv,0.44,0.38,0.96,0.83,0.96,0.67,0.65,0.5,0.5,0.34,0.42
