,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.0,14.0,1.0,0.0,18.0,6.0,0.0,0.0,17.0,1.0,4.0
cubefs.csv,3.0,17.0,17.0,2.0,28.0,0.0,1.0,0.0,10.0,0.0,4.0
iaml.csv,8.0,7.0,15.0,0.0,17.0,2.0,1.0,1.0,6.0,1.0,0.0
ivataopenportal.csv,0.0,17.0,7.0,0.0,13.0,0.0,1.0,0.0,59.0,0.0,4.0
mb-unit.csv,0.0,17.0,14.0,0.0,27.0,0.0,0.0,0.0,17.0,1.0,3.0
mvdsv.csv,0.0,56.0,120.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,0.0
nova.csv,2.0,0.0,11.0,0.0,68.0,0.0,0.0,0.0,7.0,0.0,2.0
olex2.csv,6.0,5.0,8.0,0.0,17.0,0.0,2.0,0.0,59.0,0.0,0.0
openwbem.csv,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
xcmetadataservicestoolkit.csv,0.0,17.0,8.0,0.0,68.0,0.0,0.0,0.0,17.0,1.0,4.0
