,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.86,0.91,0.86,0.89,1.01,0.68,0.75,0.95,0.98,1.04,0.87
cubefs.csv,0.76,1.0,1.0,0.65,1.02,0.65,0.68,0.58,0.56,0.7,1.0
iaml.csv,0.57,0.94,0.58,0.69,0.78,0.69,0.41,0.72,0.58,0.85,0.63
ivataopenportal.csv,0.61,1.0,0.76,0.84,0.76,0.44,0.86,1.0,1.15,0.82,1.0
mb-unit.csv,0.97,1.0,0.98,0.95,0.98,0.99,1.0,0.86,0.97,0.93,0.85
mvdsv.csv,0.99,1.02,1.0,0.98,0.0,0.99,0.97,0.99,1.0,0.88,0.95
nova.csv,0.65,0.26,0.65,0.74,1.1,0.79,0.61,0.71,0.59,0.73,0.67
olex2.csv,0.58,0.51,0.72,0.62,0.43,0.93,0.61,0.59,1.02,0.48,0.42
openwbem.csv,0.64,0.85,0.73,0.69,0.67,0.78,0.78,0.73,0.31,0.85,0.59
xcmetadataservicestoolkit.csv,0.93,1.01,0.79,0.75,1.13,0.97,0.78,0.78,1.0,0.48,0.72
