,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.42,0.68,0.18,0.43,0.25
open-data-kit.csv,0.58,0.82,0.2,0.69,0.59
qtractor.csv,0.29,0.64,0.3,0.46,0.05
quarkplayer.csv,0.29,0.3,0.36,0.39,0.07
turbotrader-bos.csv,0.12,0.2,0.05,0.24,0.15
