,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.55,0.08,0.78,0.38,0.44
open-data-kit.csv,0.6,0.07,0.87,0.39,0.34
qtractor.csv,0.73,0.08,0.8,0.47,0.77
quarkplayer.csv,0.42,0.15,0.5,0.35,0.0
turbotrader-bos.csv,0.77,0.11,0.85,0.6,0.47
