,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.48,0.16,0.5,0.44,0.51
open-data-kit.csv,0.67,0.13,0.81,0.54,0.49
qtractor.csv,0.7,0.15,0.74,0.59,0.61
quarkplayer.csv,0.25,0.24,0.3,0.38,0.0
turbotrader-bos.csv,0.49,0.17,0.25,0.65,0.43
