,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.54,0.47,0.36,0.47,0.39,0.41,0.33,0.43,0.36,0.35
firebird.csv,0.44,0.34,0.37,0.47,0.38,0.33,0.36,0.38,0.36,0.27
fmri-dmt.csv,0.76,0.61,0.4,0.64,0.44,0.8,0.96,0.41,0.98,0.94
htmlunit.csv,0.37,0.4,0.51,0.46,0.37,0.45,0.35,0.41,0.36,0.35
monetdb.csv,0.41,0.41,0.95,0.59,0.9,0.91,0.47,0.46,0.45,0.86
ontomorphtab.csv,0.38,0.37,0.6,0.4,0.4,0.35,0.33,0.39,0.33,0.33
smarttag.csv,0.36,0.39,0.4,0.39,0.37,0.34,0.32,0.45,0.39,0.26
taokgame.csv,0.87,0.87,0.94,0.64,0.79,0.95,0.63,0.67,0.95,0.8
webdriver.csv,0.39,0.47,0.69,0.49,0.61,0.58,0.48,0.47,0.35,0.52
xbplayer.csv,0.45,0.33,0.47,0.4,0.49,0.48,0.4,0.38,0.55,0.46
