,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.97,1.05,0.0,0.93,0.77,0.67,0.86
brlcad.csv,0.26,0.54,0.89,0.97,0.73,0.85,0.8
ftm.csv,0.82,0.91,0.69,0.71,0.71,0.08,0.49
google-web-toolkit.csv,0.77,1.02,0.73,0.73,0.02,0.7,0.33
jcache.csv,0.85,0.65,0.67,0.37,0.71,0.83,0.06
mimosa.csv,0.66,1.01,0.83,0.05,0.66,0.74,0.38
ogre.csv,1.0,0.0,1.0,1.0,0.95,0.93,1.0
