,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.08,0.08,1.0,0.13,0.27,0.36,0.15
brlcad.csv,0.74,0.78,0.44,0.16,0.56,0.62,0.21
ftm.csv,0.2,0.09,0.31,0.47,0.32,0.92,0.53
google-web-toolkit.csv,0.26,0.11,0.31,0.42,0.98,0.44,0.71
jcache.csv,0.93,0.59,0.75,0.79,0.61,0.18,0.94
mimosa.csv,0.49,0.84,0.88,1.0,0.7,0.82,0.76
ogre.csv,1.0,1.0,1.0,1.0,0.95,0.95,1.0
