,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.42,0.37,0.26,0.49,0.39,0.33,0.31,0.3,0.42
galaxium.csv,0.38,0.32,0.23,0.39,0.49,0.42,0.38,0.32,0.5
jython.csv,0.55,0.47,0.98,0.66,0.49,0.45,0.38,0.0,0.44
ninject.csv,0.96,0.47,0.29,0.8,0.43,0.48,0.66,0.76,0.67
ondex.csv,0.54,0.48,0.26,0.82,0.95,0.93,0.72,0.77,0.7
opentibia.csv,0.45,0.92,0.97,0.75,0.59,0.53,0.81,0.61,0.86
power-architect.csv,0.44,0.45,0.26,0.48,0.36,0.44,0.36,0.45,0.55
unbvision.csv,0.41,0.39,0.24,0.52,0.49,0.47,0.33,0.75,0.67
x-ray-mule.csv,0.74,0.71,0.5,0.56,0.69,0.85,0.56,0.7,0.55
