,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.42,0.52,0.22,0.81,0.92,0.53,0.72,0.74,0.85,0.84,0.72,0.57,0.79,0.33
cubefs.csv,0.5,0.29,0.04,0.78,0.56,0.51,0.63,0.76,0.21,0.71,0.6,0.63,0.74,0.18
gisgraphy.csv,0.11,0.43,0.21,0.04,0.29,0.48,0.08,0.64,0.65,0.33,0.52,0.57,0.61,0.68
iaml.csv,0.15,0.19,0.25,0.65,0.67,0.36,0.72,0.16,0.27,0.59,0.46,0.08,0.16,0.47
ivatamasks.csv,0.39,0.39,0.16,0.79,0.51,0.55,0.59,0.77,0.24,0.59,0.53,0.64,0.72,0.49
kolmafia.csv,0.43,0.53,0.18,0.79,0.82,0.52,0.55,0.65,0.67,0.87,0.73,0.62,0.67,0.47
ogrehg.csv,0.14,0.51,0.22,0.7,0.71,0.62,0.61,0.62,0.38,0.7,0.64,0.67,0.78,0.39
olex2.csv,0.62,0.51,0.18,0.81,0.66,0.41,0.59,0.43,0.09,0.77,0.6,0.71,0.75,0.19
openwbem.csv,0.47,0.56,0.19,0.72,0.27,0.53,0.33,0.54,0.4,0.62,0.7,0.57,0.68,0.51
oppna-program-hsatools.csv,0.46,0.52,0.32,0.81,0.92,0.53,0.57,0.53,0.28,0.87,0.76,0.61,0.73,0.31
orc.csv,0.07,0.44,0.48,0.59,0.65,0.47,0.24,0.6,0.12,0.74,0.42,0.54,0.2,0.39
ta3d.csv,0.63,0.21,0.11,0.72,0.36,0.07,0.62,0.57,0.05,0.4,0.62,0.06,0.67,0.23
umber.csv,0.77,0.55,0.19,0.83,0.9,0.49,0.66,0.8,0.75,0.77,0.71,0.65,0.74,0.48
xcmetadataservicestoolkit.csv,0.5,0.42,0.18,0.72,0.24,0.31,0.69,0.43,0.75,0.84,0.65,0.31,0.55,0.25
