,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.95,0.99,0.76,1.0,0.7,0.9,1.0,0.79,0.34,1.0,0.95,0.7,0.88,1.06
cubefs.csv,0.59,0.8,1.02,0.86,0.62,0.6,0.69,0.48,0.93,0.48,0.75,1.0,1.01,0.97
gisgraphy.csv,0.95,0.67,0.62,0.98,1.15,0.62,0.96,0.92,0.73,0.84,0.63,0.72,0.68,0.33
iaml.csv,0.9,0.88,0.75,0.56,0.65,0.74,0.44,0.91,0.85,0.82,0.77,0.96,0.91,0.62
ivatamasks.csv,0.95,0.7,0.73,0.41,0.66,0.53,0.64,0.73,0.94,0.62,0.62,0.89,0.59,0.71
kolmafia.csv,0.84,0.74,0.92,0.83,0.46,0.85,0.81,0.67,0.69,0.6,0.39,0.86,0.77,0.98
ogrehg.csv,1.01,0.84,0.66,0.5,0.65,0.46,0.65,0.79,0.78,0.97,0.8,0.43,0.6,0.78
olex2.csv,0.42,0.67,0.73,0.96,0.5,0.69,0.63,0.73,0.95,0.45,0.63,0.39,0.56,0.94
openwbem.csv,0.73,0.5,0.67,0.76,0.84,0.56,0.79,0.69,0.86,0.6,0.53,0.6,0.55,0.54
oppna-program-hsatools.csv,0.77,0.98,0.46,1.0,0.18,0.72,0.79,0.7,0.84,0.73,0.72,0.52,0.9,1.08
orc.csv,0.96,0.65,0.24,0.64,0.54,0.63,0.86,0.9,0.94,0.95,0.72,0.59,0.89,0.7
ta3d.csv,0.33,0.87,0.89,0.89,0.78,0.96,0.68,0.6,0.98,0.75,0.61,0.97,0.59,0.84
umber.csv,0.23,0.6,0.98,0.68,1.0,0.7,0.84,0.94,0.82,0.7,0.8,0.69,0.89,0.86
xcmetadataservicestoolkit.csv,0.64,0.67,0.7,0.84,0.86,0.81,0.92,0.72,0.46,0.44,0.84,0.81,0.81,0.94
