,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.21,0.05,0.59,0.0,0.67,0.34,0.0,0.54,0.79,0.0,0.21,0.59,0.39,0.0
cubefs.csv,0.47,0.28,0.14,0.45,0.45,0.56,0.59,0.69,0.15,0.62,0.55,0.0,0.0,0.25
gisgraphy.csv,0.13,0.41,0.52,0.02,0.19,0.49,0.05,0.39,0.52,0.25,0.47,0.59,0.53,0.74
iaml.csv,0.19,0.16,0.29,0.58,0.55,0.37,0.7,0.11,0.18,0.47,0.44,0.06,0.11,0.61
ivatamasks.csv,0.2,0.37,0.46,0.75,0.41,0.58,0.56,0.6,0.18,0.51,0.49,0.38,0.64,0.62
kolmafia.csv,0.48,0.6,0.32,0.49,0.72,0.46,0.49,0.57,0.55,0.75,0.71,0.44,0.54,0.09
ogrehg.csv,0.23,0.49,0.65,0.64,0.59,0.65,0.58,0.5,0.29,0.25,0.52,0.68,0.69,0.51
olex2.csv,0.87,0.62,0.35,0.17,0.56,0.37,0.55,0.34,0.06,0.69,0.58,0.73,0.68,0.26
openwbem.csv,0.63,0.61,0.47,0.57,0.19,0.54,0.25,0.46,0.31,0.53,0.69,0.6,0.6,0.63
oppna-program-hsatools.csv,0.6,0.09,0.82,0.0,0.88,0.59,0.51,0.45,0.19,0.64,0.65,0.63,0.38,0.0
orc.csv,0.06,0.43,0.86,0.51,0.54,0.47,0.19,0.43,0.07,0.26,0.36,0.48,0.13,0.37
ta3d.csv,0.81,0.17,0.14,0.4,0.26,0.05,0.58,0.48,0.02,0.29,0.61,0.04,0.59,0.26
umber.csv,0.81,0.67,0.09,0.68,0.0,0.56,0.47,0.24,0.5,0.61,0.55,0.65,0.38,0.45
xcmetadataservicestoolkit.csv,0.72,0.47,0.42,0.48,0.17,0.33,0.32,0.34,0.66,0.76,0.48,0.29,0.46,0.35
