,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.16,0.72,0.4,0.67,0.69,0.28,0.65,0.27,0.44,0.52,0.42,0.06,0.76,0.43,0.68
grafx2.csv,0.23,0.62,0.38,0.65,0.77,0.3,0.51,0.32,0.43,0.26,0.59,0.05,0.64,0.35,0.67
keyczar.csv,0.04,0.22,0.18,0.17,0.11,0.03,0.36,0.1,0.14,0.22,0.32,0.0,0.0,0.81,0.28
lmms.csv,0.19,0.72,0.48,0.69,0.43,0.34,0.62,0.27,0.45,0.58,0.43,0.03,0.42,0.76,0.75
lufa-lib.csv,0.15,0.63,0.17,0.59,0.58,0.27,0.57,0.19,0.44,0.65,0.3,0.0,0.58,0.72,0.58
netatalk.csv,0.16,0.73,0.16,0.55,0.64,0.2,0.43,0.18,0.48,0.5,0.59,0.06,0.78,0.78,0.75
openmeetings.csv,0.25,0.58,0.63,0.57,0.73,0.33,0.56,0.43,0.47,0.47,0.47,0.02,0.52,0.25,0.59
openxava.csv,0.2,0.47,0.36,0.64,0.48,0.32,0.64,0.32,0.42,0.36,0.5,0.1,0.37,0.61,0.65
pgui.csv,0.0,0.01,0.3,0.68,0.67,0.0,0.0,0.26,0.58,0.56,0.43,0.0,0.86,0.66,0.66
qpe.csv,0.27,0.62,0.38,0.71,0.76,0.3,0.37,0.19,0.52,0.59,0.5,0.02,0.63,0.39,0.55
quickfast.csv,0.15,0.74,0.29,0.68,0.71,0.3,0.63,0.2,0.44,0.53,0.38,0.05,0.81,0.83,0.81
rsyslog.csv,0.21,0.76,0.29,0.74,0.62,0.22,0.36,0.16,0.51,0.49,0.38,0.06,0.76,0.48,0.6
sylpheed-claws.csv,0.15,0.77,0.25,0.68,0.69,0.29,0.7,0.24,0.47,0.6,0.42,0.05,0.9,0.86,0.75
xqilla.csv,0.09,0.33,0.14,0.07,0.35,0.12,0.3,0.21,0.17,0.2,0.34,0.46,0.26,0.39,0.37
yale.csv,0.13,0.61,0.43,0.67,0.69,0.32,0.28,0.29,0.31,0.6,0.42,0.0,0.71,0.63,0.52
