,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.09,0.7,0.26,0.52,0.57,0.17,0.51,0.17,0.28,0.39,0.28,0.03,0.91,0.82,0.64
grafx2.csv,0.14,0.72,0.25,0.7,0.86,0.21,0.62,0.33,0.33,0.41,0.62,0.02,0.89,0.79,0.74
keyczar.csv,0.07,0.6,0.25,0.3,0.27,0.33,0.56,0.25,0.16,0.26,0.29,0.0,0.0,0.92,0.73
lmms.csv,0.11,0.77,0.34,0.62,0.64,0.24,0.54,0.16,0.34,0.42,0.32,0.02,0.95,0.85,0.69
lufa-lib.csv,0.09,0.7,0.1,0.6,0.47,0.18,0.48,0.1,0.34,0.61,0.22,0.0,0.79,0.82,0.53
netatalk.csv,0.09,0.71,0.1,0.67,0.6,0.12,0.56,0.1,0.39,0.5,0.5,0.03,0.85,0.75,0.67
openmeetings.csv,0.17,0.79,0.47,0.75,0.82,0.21,0.65,0.38,0.37,0.43,0.33,0.01,1.0,1.0,0.79
openxava.csv,0.12,0.75,0.24,0.78,0.79,0.22,0.61,0.21,0.31,0.35,0.37,0.05,0.8,0.82,0.69
pgui.csv,0.0,1.0,0.18,0.53,0.74,0.0,0.0,0.43,0.51,0.41,0.3,0.0,0.85,0.7,0.55
qpe.csv,0.17,0.71,0.26,0.67,0.78,0.19,0.82,0.15,0.4,0.44,0.37,0.01,0.91,0.72,0.77
quickfast.csv,0.08,0.66,0.17,0.52,0.55,0.19,0.54,0.13,0.28,0.39,0.26,0.03,0.84,0.78,0.84
rsyslog.csv,0.12,0.75,0.18,0.71,0.74,0.14,0.65,0.09,0.46,0.43,0.42,0.03,0.91,0.84,0.73
sylpheed-claws.csv,0.08,0.64,0.14,0.52,0.53,0.18,0.7,0.14,0.37,0.43,0.27,0.02,0.82,0.76,0.59
xqilla.csv,0.08,0.6,0.08,1.0,1.0,0.11,0.81,0.67,0.17,0.24,0.33,0.3,0.83,0.72,0.67
yale.csv,0.07,0.62,0.45,0.51,0.53,0.25,0.31,0.22,0.27,0.43,0.27,0.0,0.82,0.74,0.51
