,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.6,0.64,0.81,0.3,0.57,0.62,0.54,0.66,0.27,0.23,0.49,0.45,0.66,0.33,0.63
grafx2.csv,0.68,0.55,0.78,0.64,0.73,0.59,0.48,0.36,0.59,0.22,0.61,0.55,0.53,0.27,0.63
keyczar.csv,0.04,0.16,0.17,0.14,0.09,0.01,0.31,0.07,0.16,0.21,0.4,0.0,0.0,0.74,0.2
lmms.csv,0.69,0.66,0.8,0.69,0.37,0.59,0.64,0.71,0.63,0.0,0.61,0.35,0.31,0.67,0.71
lufa-lib.csv,0.59,0.57,0.43,0.58,0.13,0.54,0.56,0.09,0.61,0.69,0.46,0.0,0.45,0.62,0.35
netatalk.csv,0.62,0.66,0.38,0.5,0.63,0.47,0.4,0.09,0.62,0.52,0.72,0.54,0.63,0.4,0.68
openmeetings.csv,0.55,0.5,0.92,0.51,0.68,0.68,0.53,0.55,0.64,0.51,0.67,0.33,0.4,0.18,0.51
openxava.csv,0.63,0.38,0.7,0.58,0.4,0.62,0.66,0.73,0.6,0.39,0.71,0.86,0.28,0.51,0.61
pgui.csv,0.0,0.01,0.66,0.39,0.63,0.0,0.0,0.23,0.69,0.29,0.61,0.0,0.62,0.35,0.0
qpe.csv,0.72,0.55,0.68,0.72,0.74,0.62,0.28,0.29,0.69,0.43,0.71,0.33,0.52,0.31,0.47
quickfast.csv,0.49,0.49,0.54,0.17,0.38,0.65,0.64,0.51,0.17,0.13,0.53,0.24,0.59,0.53,0.79
rsyslog.csv,0.71,0.71,0.65,0.75,0.57,0.49,0.29,0.43,0.6,0.53,0.41,0.47,0.66,0.37,0.54
sylpheed-claws.csv,0.21,0.0,0.24,0.0,0.0,0.59,0.71,0.65,0.62,0.0,0.0,0.0,0.0,0.0,0.0
xqilla.csv,0.12,0.27,0.34,0.05,0.25,0.17,0.23,0.15,0.2,0.21,0.4,0.99,0.18,0.31,0.3
yale.csv,0.53,0.52,0.46,0.0,0.0,0.5,0.28,0.48,0.39,0.13,0.0,0.0,0.54,0.5,0.43
