,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.45,0.37,0.4,0.52,0.48,0.38,0.39,0.35,0.4,0.51,0.4,0.33,0.36,0.71,0.42
grafx2.csv,0.41,0.41,0.39,0.43,0.31,0.46,0.44,0.93,0.38,0.71,0.46,0.31,0.43,0.5,0.36
keyczar.csv,0.93,0.97,0.92,0.9,0.91,0.83,0.83,0.75,0.95,0.79,0.71,0.0,0.0,0.39,0.91
lmms.csv,0.46,0.44,0.47,0.53,0.55,0.59,0.42,0.33,0.43,0.52,0.46,0.38,0.63,0.46,0.36
lufa-lib.csv,0.58,0.55,0.57,0.72,0.6,0.61,0.59,0.49,0.58,0.71,0.62,0.92,0.55,0.45,0.47
netatalk.csv,0.52,0.44,0.7,0.5,0.46,0.59,0.53,0.5,0.44,0.53,0.5,0.36,0.36,0.48,0.37
openmeetings.csv,0.62,0.56,0.56,0.44,0.32,0.41,0.45,0.76,0.43,0.43,0.36,0.36,0.57,0.86,0.46
openxava.csv,0.45,0.59,0.44,0.39,0.47,0.45,0.35,0.41,0.38,0.4,0.33,0.36,0.7,0.43,0.38
pgui.csv,0.88,0.0,0.44,0.56,0.43,0.0,0.0,0.86,0.6,0.53,0.43,0.75,0.37,0.6,0.42
qpe.csv,0.57,0.5,0.47,0.5,0.39,0.46,0.88,0.67,0.49,0.51,0.4,0.37,0.57,0.72,0.58
quickfast.csv,0.46,0.38,0.35,0.52,0.53,0.38,0.37,0.38,0.4,0.52,0.39,0.37,0.39,0.44,0.34
rsyslog.csv,0.52,0.44,0.59,0.54,0.45,0.68,0.72,0.58,0.56,0.59,0.75,0.35,0.45,0.74,0.52
sylpheed-claws.csv,0.45,0.4,0.39,0.52,0.53,0.37,0.43,0.38,0.43,0.52,0.42,0.39,0.36,0.43,0.38
xqilla.csv,0.98,0.83,0.49,0.0,0.89,0.96,0.96,0.67,0.72,0.59,0.67,0.9,0.92,0.83,0.83
yale.csv,0.63,0.62,0.95,0.53,0.53,0.72,0.99,0.66,0.9,0.53,0.42,0.97,0.56,0.71,0.59
