,recall,precision,pf,pci_20,ifa,wins
arm-webradio.csv,0.41000000000000003,0.5,0.255,0.73,1.5,11
bibedt.csv,0.575,0.39,0.26,0.585,2.5,7
brlcad.csv,0.365,0.5349999999999999,0.14,0.87,1.0,13
co-ode-owl-plugins.csv,0.605,0.47,0.355,0.64,0.5,12
firebreath.csv,0.65,0.32,0.37,0.485,1.0,5
fltk.csv,0.67,0.405,0.315,0.625,1.0,10
glas.csv,0.715,0.32,0.5700000000000001,0.43,2.0,3
gretl.csv,0.635,0.33999999999999997,0.525,0.47,4.0,0
konversation.csv,0.48,0.385,0.30000000000000004,0.615,2.0,6
micomt.csv,0.76,0.345,0.5800000000000001,0.48,1.0,4
openxava.csv,0.43,0.30000000000000004,0.33999999999999997,0.48,2.5,1
sumatrapdf.csv,0.86,0.26,0.73,0.45,2.0,2
tweetsharp.csv,0.555,0.405,0.30000000000000004,0.76,2.0,9
wxcode.csv,0.305,0.33,0.18,0.635,0.5,8
