,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.25,0.31,0.5,0.6,0.75,0.07,0.88,0.5,0.5,0.19,0.43,0.03,0.93,0.68
bibedt.csv,0.25,0.25,0.89,0.76,0.18,0.07,0.94,0.46,0.42,0.43,0.36,0.12,0.79,0.23
brlcad.csv,0.4,0.17,0.58,0.8,0.17,0.33,0.94,0.57,0.75,0.6,0.5,0.07,0.88,0.34
co-ode-owl-plugins.csv,0.22,0.23,0.51,0.61,0.62,0.1,0.9,0.4,0.52,0.28,0.43,0.12,0.82,0.68
firebreath.csv,0.3,0.18,0.6,0.69,0.08,0.1,0.9,0.29,0.51,0.34,0.67,0.1,0.86,0.23
fltk.csv,0.2,0.36,0.42,0.77,0.23,0.1,0.94,0.29,0.81,0.4,0.47,0.15,0.78,0.41
glas.csv,0.25,0.16,0.42,0.58,0.2,0.11,0.92,0.23,0.39,0.18,0.6,0.09,0.75,0.49
gretl.csv,0.28,0.19,0.39,0.63,0.22,0.3,0.92,0.26,0.38,0.16,0.42,0.08,0.69,0.48
konversation.csv,0.28,0.38,0.58,0.64,0.31,0.13,0.92,0.28,0.47,0.26,1.0,0.08,0.69,0.39
micomt.csv,0.32,0.16,0.42,0.59,0.16,0.08,0.93,0.27,1.0,0.59,0.37,0.13,0.78,0.22
openxava.csv,0.32,0.26,0.47,0.62,0.11,0.23,0.87,0.23,0.28,0.08,0.4,0.17,0.63,0.6
sumatrapdf.csv,0.27,0.13,0.39,0.61,0.17,0.11,0.92,0.25,0.7,0.23,0.43,0.11,0.73,0.24
tweetsharp.csv,0.31,0.26,0.43,0.73,0.19,0.05,0.83,0.8,0.61,0.38,0.3,0.0,0.86,0.55
wxcode.csv,0.17,0.3,0.55,0.64,0.33,0.15,0.93,0.3,0.58,0.44,0.2,0.33,0.73,0.02
